日期,星期,最高气温,最低气温,天气,风向,级数
2019-06-01,星期六,12℃,2℃,晴,西北风,2级
2019-06-02,星期日,18℃,3℃,晴转雨,西风,2级
2019-06-03,星期一,23℃,4℃,多云转雨,西南风,2级
2019-06-04,星期二,19℃,7℃,晴转雨,南风,2级
2019-06-05,星期三,19℃,5℃,阴转雨,西风,2级
2019-06-06,星期四,21℃,8℃,阴,东风,2级
2019-06-07,星期五,23℃,7℃,小雨到大雨,东南风,2级
2019-06-08,星期六,22℃,9℃,多云转雨,东南风,2级
2019-06-09,星期日,21℃,10℃,多云转雨,东南风,2级
2019-06-10,星期一,22℃,10℃,多云,东南风,2级
2019-06-11,星期二,19℃,10℃,中雨转雨,东南风,2级
2019-06-12,星期三,23℃,9℃,晴转雨,东风,1级
2019-06-13,星期四,22℃,9℃,晴转雨,东风,2级
2019-06-14,星期五,26℃,10℃,多云,东南风,2级
2019-06-15,星期六,23℃,12℃,小雨转雨,东风,2级
2019-06-16,星期日,21℃,12℃,多云转阴,东风,2级
2019-06-17,星期一,19℃,11℃,阴,东风,2级
2019-06-18,星期二,24℃,11℃,晴转雨,东风,2级
2019-06-19,星期三,26℃,11℃,晴转多云,东南风,1级
2019-06-20,星期四,27℃,11℃,晴转雨,东南风,2级
2019-06-21,星期五,26℃,12℃,多云转雨,东风,2级
2019-06-22,星期六,25℃,11℃,多云转雨,东风,2级
2019-06-23,星期日,24℃,12℃,阴转雨,东南风,2级
2019-06-24,星期一,21℃,13℃,多云转雨,东风,2级
2019-06-25,星期二,23℃,13℃,晴转多云,东风,2级
2019-06-26,星期三,20℃,13℃,多云转雨,东风,2级
2019-06-27,星期四,21℃,12℃,阴转雨,东风,2级
2019-06-28,星期五,21℃,13℃,阴,东风,2级
2019-06-29,星期六,19℃,12℃,阴,东风,2级
2019-06-30,星期日,19℃,11℃,晴转多云,东风,2级
