日期,星期,最高气温,最低气温,天气,风向,级数
2022-06-01,星期三,18℃,11℃,多云,东南风,3级
2022-06-02,星期四,23℃,10℃,多云,南风,2级
2022-06-03,星期五,23℃,10℃,多云,东风,3级
2022-06-04,星期六,21℃,11℃,小雨,东风,1级
2022-06-05,星期日,16℃,9℃,多云,南风,2级
2022-06-06,星期一,17℃,8℃,晴,东南风,2级
2022-06-07,星期二,16℃,8℃,小雨,东南风,2级
2022-06-08,星期三,15℃,9℃,小雨,东风,2级
2022-06-09,星期四,36℃,23℃,多云,北风,3级
2022-06-10,星期五,16℃,7℃,多云,西南风,2级
2022-06-11,星期六,20℃,5℃,中雨,东风,2级
2022-06-12,星期日,13℃,5℃,中雨到暴雨,东南风,2级
2022-06-13,星期一,20℃,7℃,小雨到中雨,东风,2级
2022-06-14,星期二,17℃,8℃,阴,东风,2级
2022-06-15,星期三,12℃,7℃,多云,西南风,3级
2022-06-16,星期四,18℃,4℃,阴,东南风,2级
2022-06-17,星期五,19℃,10℃,多云,东风,1级
2022-06-18,星期六,16℃,12℃,小雨到中雨,东风,2级
2022-06-19,星期日,23℃,10℃,阴,东风,1级
2022-06-20,星期一,18℃,13℃,多云,东风,1级
2022-06-21,星期二,26℃,12℃,多云,东北风,1级
2022-06-22,星期三,24℃,11℃,多云,西南风,1级
2022-06-23,星期四,24℃,10℃,多云,东南风,2级
2022-06-24,星期五,25℃,11℃,多云,东南风,1级
2022-06-25,星期六,24℃,11℃,多云,东南风,1级
2022-06-26,星期日,18℃,9℃,多云,西北风,2级
2022-06-27,星期一,21℃,12℃,阴到小雨,东风,4级
2022-06-28,星期二,19℃,8℃,多云,东南风,2级
2022-06-29,星期三,19℃,11℃,多云,东南风,2级
2022-06-30,星期四,32℃,22℃,多云,东风,1级
