日期,星期,最高气温,最低气温,天气,风向,级数
2020-06-01,星期一,16℃,5℃,阴,东南风,2级
2020-06-02,星期二,13℃,6℃,多云,东风,2级
2020-06-03,星期三,13℃,5℃,阴转阴,东南风,2级
2020-06-04,星期四,15℃,8℃,多云,东南风,1级
2020-06-05,星期五,18℃,8℃,阴到小雨,东南风,2级
2020-06-06,星期六,18℃,10℃,多云,东风,2级
2020-06-07,星期日,20℃,9℃,多云,东南风,2级
2020-06-08,星期一,15℃,8℃,多云,东风,2级
2020-06-09,星期二,19℃,8℃,多云,东风,2级
2020-06-10,星期三,22℃,7℃,晴,南风,2级
2020-06-11,星期四,22℃,8℃,阴,东南风,2级
2020-06-12,星期五,23℃,10℃,晴,东南风,2级
2020-06-13,星期六,14℃,3℃,阴,东南风,1级
2020-06-14,星期日,15℃,5℃,多云,东风,2级
2020-06-15,星期一,24℃,11℃,阴,东南风,2级
2020-06-16,星期二,25℃,12℃,阴,东南风,2级
2020-06-17,星期三,21℃,9℃,小雨到中雨,东风,2级
2020-06-18,星期四,21℃,10℃,多云,东风,2级
2020-06-19,星期五,24℃,11℃,阴,东南风,2级
2020-06-20,星期六,23℃,8℃,多云,西南风,2级
2020-06-21,星期日,24℃,11℃,多云,东风,2级
2020-06-22,星期一,19℃,11℃,阴,东风,2级
2020-06-23,星期二,16℃,11℃,晴,东风,2级
2020-06-24,星期三,22℃,8℃,晴,东风,1级
2020-06-25,星期四,23℃,8℃,多云,东南风,2级
2020-06-26,星期五,20℃,11℃,阴,东南风,2级
2020-06-27,星期六,19℃,11℃,阴,东风,2级
2020-06-28,星期日,20℃,9℃,多云,东风,2级
2020-06-29,星期一,22℃,13℃,多云,东风,2级
2020-06-30,星期二,20℃,10℃,阴,东南风,2级
