日期,星期,最高气温,最低气温,天气,风向,级数
2021-12-01,星期三,7℃,-1℃,多云,南风,1级
2021-12-02,星期四,7℃,-1℃,多云,西风,1级
2021-12-03,星期五,7℃,1℃,多云,北风,1级
2021-12-04,星期六,10℃,0℃,多云,东南风,1级
2021-12-05,星期日,8℃,0℃,晴,东北风,1级
2021-12-06,星期一,8℃,1℃,多云,东北风,2级
2021-12-07,星期二,7℃,1℃,多云,东风,3级
2021-12-08,星期三,8℃,-4℃,晴,西北风,1级
2021-12-09,星期四,7℃,0℃,多云,北风,2级
2021-12-10,星期五,7℃,0℃,多云,东南风,1级
2021-12-11,星期六,-1℃,-11℃,小雪,西风,3级
2021-12-12,星期日,0℃,-10℃,晴,南风,2级
2021-12-13,星期一,7℃,-12℃,多云,东风,1级
2021-12-14,星期二,10℃,-7℃,晴,西南风,1级
2021-12-15,星期三,6℃,-2℃,多云,西北风,1级
2021-12-16,星期四,11℃,-7℃,多云,东风,1级
2021-12-17,星期五,0℃,-5℃,多云,东风,4级
2021-12-18,星期六,0℃,-4℃,多云,东北风,2级
2021-12-19,星期日,7℃,-6℃,晴,东风,3级
2021-12-20,星期一,5℃,-3℃,多云,东南风,2级
2021-12-21,星期二,7℃,-4℃,晴,西南风,2级
2021-12-22,星期三,8℃,-5℃,多云,东南风,3级
2021-12-23,星期四,9℃,-16℃,多云,东风,2级
2021-12-24,星期五,3℃,-15℃,多云,北风,2级
2021-12-25,星期六,3℃,-4℃,多云,东风,1级
2021-12-26,星期日,-1℃,-5℃,冻雨,东风,2级
2021-12-27,星期一,-1℃,-4℃,多云,西北风,1级
2021-12-28,星期二,2℃,-4℃,多云,北风,2级
2021-12-29,星期三,3℃,-2℃,晴,北风,2级
2021-12-30,星期四,9℃,-3℃,多云,北风,1级
2021-12-31,星期五,12℃,-5℃,多云,西风,3级
