日期,星期,最高气温,最低气温,天气,风向,级数
2020-02-01,星期六,5℃,-7℃,多云,西南风,2级
2020-02-02,星期日,3℃,-8℃,阴,东南风,2级
2020-02-03,星期一,1℃,-10℃,晴转多云,西风,2级
2020-02-04,星期二,3℃,-13℃,晴,西风,2级
2020-02-05,星期三,5℃,-9℃,多云转雪,南风,2级
2020-02-06,星期四,4℃,-10℃,多云,西风,1级
2020-02-07,星期五,5℃,-8℃,晴转多云,西南风,2级
2020-02-08,星期六,5℃,-9℃,多云,南风,2级
2020-02-09,星期日,6℃,-8℃,阴转多云,东南风,2级
2020-02-10,星期一,4℃,-9℃,晴转多云,西风,1级
2020-02-11,星期二,7℃,-11℃,晴转多云,西风,2级
2020-02-12,星期三,5℃,-12℃,多云,西风,3级
2020-02-13,星期四,9℃,-10℃,晴转多云,西风,3级
2020-02-14,星期五,10℃,-9℃,晴转雪,西南风,2级
2020-02-15,星期六,8℃,-6℃,多云,东南风,2级
2020-02-16,星期日,8℃,-8℃,晴转多云,东南风,1级
2020-02-17,星期一,9℃,-4℃,多云转雪,东南风,2级
2020-02-18,星期二,5℃,-5℃,晴转雪,东南风,1级
2020-02-19,星期三,7℃,-11℃,多云,西南风,2级
2020-02-20,星期四,5℃,-8℃,阴,西南风,2级
2020-02-21,星期五,6℃,-6℃,多云,西风,1级
2020-02-22,星期六,10℃,-6℃,多云,西风,2级
2020-02-23,星期日,10℃,-5℃,晴转多云,西风,2级
2020-02-24,星期一,9℃,-6℃,晴转多云,西风,2级
2020-02-25,星期二,11℃,-6℃,晴转多云,西南风,2级
2020-02-26,星期三,11℃,-4℃,阴,西南风,2级
2020-02-27,星期四,9℃,-3℃,多云,西南风,1级
2020-02-28,星期五,6℃,-5℃,晴转雪,西风,1级
2020-02-29,星期六,9℃,-9℃,晴转多云,西风,2级
