日期,星期,最高气温,最低气温,天气,风向,级数
2019-04-01,星期一,13℃,3℃,多云,南风,2级
2019-04-02,星期二,13℃,0℃,小雨,南风,2级
2019-04-03,星期三,12℃,1℃,小雨,东南风,2级
2019-04-04,星期四,8℃,-2℃,小雨到中雨,东南风,2级
2019-04-05,星期五,4℃,-4℃,雪,西风,1级
2019-04-06,星期六,9℃,-5℃,晴,西风,2级
2019-04-07,星期日,18℃,-4℃,晴,西南风,2级
2019-04-08,星期一,16℃,0℃,中雨,西南风,2级
2019-04-09,星期二,15℃,2℃,小雨到中雨,南风,2级
2019-04-10,星期三,14℃,3℃,晴,西南风,1级
2019-04-11,星期四,15℃,-3℃,晴,西南风,2级
2019-04-12,星期五,18℃,0℃,小雨,西风,2级
2019-04-13,星期六,20℃,1℃,小雨,西南风,2级
2019-04-14,星期日,21℃,2℃,小雨到中雨,东南风,2级
2019-04-15,星期一,13℃,1℃,中雨,南风,2级
2019-04-16,星期二,14℃,2℃,小雨到中雨,东风,2级
2019-04-17,星期三,16℃,3℃,晴,西风,2级
2019-04-18,星期四,22℃,1℃,小雨到中雨,西南风,2级
2019-04-19,星期五,21℃,5℃,中雨转雨,东南风,2级
2019-04-20,星期六,19℃,5℃,小雨到中雨转雨,东南风,2级
2019-04-21,星期日,11℃,2℃,小雨到中雨转雨,东风,2级
2019-04-22,星期一,16℃,3℃,中雨转雨,西南风,2级
2019-04-23,星期二,15℃,2℃,晴转雨,北风,1级
2019-04-24,星期三,17℃,1℃,中雨转雨,西北风,2级
2019-04-25,星期四,20℃,1℃,晴转多云,南风,2级
2019-04-26,星期五,26℃,3℃,晴转雨,南风,2级
2019-04-27,星期六,19℃,4℃,晴转雨,南风,2级
2019-04-28,星期日,22℃,7℃,阴转雨,东南风,2级
2019-04-29,星期一,20℃,5℃,阴转雨,东风,2级
2019-04-30,星期二,17℃,3℃,晴转多云,东南风,2级
