日期,星期,最高气温,最低气温,天气,风向,级数
2020-04-01,星期三,16℃,-1℃,多云,南风,2级
2020-04-02,星期四,15℃,2℃,晴转雨,东南风,2级
2020-04-03,星期五,10℃,2℃,晴转雨,东南风,2级
2020-04-04,星期六,12℃,0℃,多云转雨,东南风,2级
2020-04-05,星期日,12℃,0℃,阴转雪,东南风,2级
2020-04-06,星期一,11℃,0℃,晴转多云,东风,1级
2020-04-07,星期二,11℃,-2℃,多云转雨,东南风,2级
2020-04-08,星期三,10℃,-4℃,晴转多云,东风,2级
2020-04-09,星期四,13℃,-1℃,多云,东南风,1级
2020-04-10,星期五,13℃,1℃,阴,南风,2级
2020-04-11,星期六,13℃,0℃,晴转多云,东南风,2级
2020-04-12,星期日,14℃,-1℃,阴转雨,东南风,2级
2020-04-13,星期一,9℃,-1℃,晴,西北风,2级
2020-04-14,星期二,16℃,-2℃,晴,西风,3级
2020-04-15,星期三,20℃,-1℃,晴,西风,3级
2020-04-16,星期四,21℃,2℃,晴转多云,西南风,2级
2020-04-17,星期五,18℃,1℃,阴,东南风,2级
2020-04-18,星期六,11℃,0℃,阴转多云,西风,2级
2020-04-19,星期日,14℃,0℃,多云,东南风,2级
2020-04-20,星期一,17℃,2℃,多云,东南风,2级
2020-04-21,星期二,17℃,4℃,阴,东南风,2级
2020-04-22,星期三,8℃,0℃,多云转雪,东南风,2级
2020-04-23,星期四,7℃,0℃,多云转雪,东风,2级
2020-04-24,星期五,7℃,0℃,多云转雨,东风,2级
2020-04-25,星期六,8℃,1℃,多云转雨,东风,2级
2020-04-26,星期日,11℃,0℃,多云转雪,东风,2级
2020-04-27,星期一,8℃,0℃,晴转多云,东风,2级
2020-04-28,星期二,15℃,0℃,阴转雨,南风,2级
2020-04-29,星期三,12℃,3℃,阴转雨,东风,2级
2020-04-30,星期四,9℃,3℃,多云转阴,东南风,2级
