日期,星期,最高气温,最低气温,天气,风向,级数
2020-05-01,星期五,10℃,3℃,晴转多云,西风,2级
2020-05-02,星期六,13℃,0℃,晴转多云,西风,2级
2020-05-03,星期日,21℃,1℃,晴转雨,西南风,2级
2020-05-04,星期一,20℃,4℃,晴转雨,西南风,2级
2020-05-05,星期二,12℃,0℃,晴转多云,南风,2级
2020-05-06,星期三,17℃,1℃,晴转多云,西南风,2级
2020-05-07,星期四,24℃,9℃,晴转多云,西南风,2级
2020-05-08,星期五,19℃,6℃,多云,东南风,2级
2020-05-09,星期六,17℃,3℃,晴转雨,西风,1级
2020-05-10,星期日,24℃,7℃,晴转多云,南风,1级
2020-05-11,星期一,20℃,2℃,多云转雨,东风,2级
2020-05-12,星期二,13℃,7℃,阴转雨,东风,2级
2020-05-13,星期三,15℃,4℃,阴转雨,西南风,2级
2020-05-14,星期四,14℃,4℃,晴转雨,西风,2级
2020-05-15,星期五,21℃,3℃,多云转雨,西南风,2级
2020-05-16,星期六,16℃,3℃,多云转雨,东风,2级
2020-05-17,星期日,16℃,3℃,晴转多云,东南风,2级
2020-05-18,星期一,19℃,5℃,多云,南风,2级
2020-05-19,星期二,18℃,7℃,晴转多云,南风,2级
2020-05-20,星期三,23℃,7℃,阴转雨,东南风,2级
2020-05-21,星期四,15℃,5℃,阴转雨,东南风,2级
2020-05-22,星期五,13℃,7℃,多云转阴,东风,2级
2020-05-23,星期六,17℃,5℃,多云转雨,东南风,2级
2020-05-24,星期日,12℃,7℃,阴转雨,东风,2级
2020-05-25,星期一,10℃,5℃,多云转雨,东风,1级
2020-05-26,星期二,10℃,4℃,阴转雨,东风,2级
2020-05-27,星期三,9℃,4℃,阴转雨,东风,2级
2020-05-28,星期四,12℃,2℃,晴转多云,东北风,1级
2020-05-29,星期五,16℃,-1℃,晴,西风,2级
2020-05-30,星期六,15℃,2℃,阴,西南风,2级
2020-05-31,星期日,19℃,4℃,晴转多云,西风,2级
