日期,星期,最高气温,最低气温,天气,风向,级数
2021-04-01,星期四,12℃,-9℃,多云,东南风,2级
2021-04-02,星期五,14℃,0℃,多云,东南风,2级
2021-04-03,星期六,14℃,-1℃,多云,东南风,2级
2021-04-04,星期日,15℃,0℃,晴,西南风,2级
2021-04-05,星期一,14℃,-2℃,晴,西风,2级
2021-04-06,星期二,13℃,-9℃,阴,东南风,2级
2021-04-07,星期三,15℃,0℃,晴,东南风,2级
2021-04-08,星期四,10℃,-2℃,阴,东南风,2级
2021-04-09,星期五,16℃,1℃,多云,南风,2级
2021-04-10,星期六,14℃,2℃,阴,东南风,2级
2021-04-11,星期日,11℃,-2℃,多云,南风,2级
2021-04-12,星期一,13℃,0℃,阴,东南风,2级
2021-04-13,星期二,14℃,-2℃,多云,西南风,3级
2021-04-14,星期三,12℃,-1℃,晴,东南风,2级
2021-04-15,星期四,15℃,0℃,阴,南风,2级
2021-04-16,星期五,15℃,2℃,阴,东风,2级
2021-04-17,星期六,17℃,1℃,多云,东风,2级
2021-04-18,星期日,15℃,3℃,阴,东风,2级
2021-04-19,星期一,16℃,3℃,阴,东南风,2级
2021-04-20,星期二,14℃,-2℃,小雪转阴,东南风,2级
2021-04-21,星期三,16℃,0℃,多云,西风,2级
2021-04-22,星期四,21℃,2℃,晴,西南风,2级
2021-04-23,星期五,19℃,2℃,晴,西南风,2级
2021-04-24,星期六,9℃,0℃,阴,东南风,2级
2021-04-25,星期日,15℃,-5℃,阴,东南风,2级
2021-04-26,星期一,12℃,0℃,阴,东风,2级
2021-04-27,星期二,14℃,3℃,小雨,东南风,2级
2021-04-28,星期三,12℃,2℃,阴,东南风,1级
2021-04-29,星期四,6℃,-3℃,多云,西风,2级
2021-04-30,星期五,16℃,-2℃,晴,北风,2级
