日期,星期,最高气温,最低气温,天气,风向,级数
2023-12-01,星期五,7℃,0℃,多云,东南风,微
2023-12-02,星期六,6℃,1℃,阴~晴,东南风,1级
2023-12-03,星期日,6℃,0℃,阴~多云,东南风,1级
2023-12-04,星期一,10℃,0℃,阴~小雨,东风,1级
2023-12-05,星期二,11℃,-3℃,阴~多云,西北风,1级
2023-12-06,星期三,11℃,-1℃,多云,北风,1级
2023-12-07,星期四,14℃,2℃,多云~阴,西北风,1级
2023-12-08,星期五,12℃,1℃,阴~多云,东北风,1级
2023-12-09,星期六,15℃,0℃,阴~晴,西南风,1级
2023-12-10,星期日,13℃,1℃,晴~多云,西风,1级
2023-12-11,星期一,8℃,0℃,多云~晴,东北风,1级
2023-12-12,星期二,8℃,1℃,多云,南风,2级
2023-12-13,星期三,19℃,1℃,多云~阴,西南风,3级
2023-12-14,星期四,11℃,0℃,阴~晴,西风,2级
2023-12-15,星期五,9℃,-1℃,阴~多云,西南风,2级
2023-12-16,星期六,-2℃,-4℃,多云~晴,东南风,1级
2023-12-17,星期日,0℃,-2℃,晴,西南风,1级
2023-12-18,星期一,6℃,-5℃,晴,东南风,1级
2023-12-19,星期二,5℃,-4℃,晴,东北风,1级
2023-12-20,星期三,5℃,-4℃,晴,西风,2级
2023-12-21,星期四,0℃,-5℃,晴,西北风,1级
2023-12-22,星期五,5℃,-6℃,阴~晴,东北风,1级
2023-12-23,星期六,13℃,-5℃,晴,西北风,3级
2023-12-24,星期日,4℃,-3℃,多云,东南风,1级
2023-12-25,星期一,6℃,-3℃,多云~晴,西北风,1级
2023-12-26,星期二,6℃,-6℃,多云~晴,西北风,1级
2023-12-27,星期三,9℃,-5℃,晴,西风,1级
2023-12-28,星期四,10℃,-1℃,多云~晴,西北风,2级
2023-12-29,星期五,7℃,-8℃,多云~晴,西北风,2级
2023-12-30,星期六,13℃,-8℃,晴,西北风,1级
2023-12-31,星期日,12℃,-8℃,晴,西风,1级
