日期,星期,最高气温,最低气温,天气,风向,级数
2023-12-01,星期五,10℃,8℃,阴~多云,东风,2级
2023-12-02,星期六,14℃,9℃,阴~多云,东南风,1级
2023-12-03,星期日,13℃,8℃,阴~多云,东南风,1级
2023-12-04,星期一,13℃,7℃,雾~阴,东南风,1级
2023-12-05,星期二,13℃,6℃,雾~多云,北风,1级
2023-12-06,星期三,18℃,7℃,雾~多云,东南风,1级
2023-12-07,星期四,18℃,8℃,晴~多云,东北风,2级
2023-12-08,星期五,18℃,8℃,多云~晴,东北风,1级
2023-12-09,星期六,18℃,11℃,多云~小雨,东南风,1级
2023-12-10,星期日,14℃,9℃,多云,北风,1级
2023-12-11,星期一,15℃,6℃,阴~晴,东北风,2级
2023-12-12,星期二,14℃,10℃,雾~小雨,东风,2级
2023-12-13,星期三,14℃,11℃,雾~小雨,东北风,2级
2023-12-14,星期四,14℃,6℃,阴,东北风,2级
2023-12-15,星期五,6℃,2℃,阴~多云,北风,4级
2023-12-16,星期六,5℃,3℃,阴~小雨,东北风,2级
2023-12-17,星期日,4℃,2℃,阴,东风,1级
2023-12-18,星期一,9℃,2℃,阴~晴,南风,1级
2023-12-19,星期二,9℃,1℃,雾~晴,南风,1级
2023-12-20,星期三,6℃,2℃,多云,西南风,1级
2023-12-21,星期四,10℃,4℃,多云,东北风,1级
2023-12-22,星期五,8℃,3℃,多云~晴,东北风,2级
2023-12-23,星期六,9℃,2℃,多云~晴,东北风,1级
2023-12-24,星期日,12℃,3℃,雾~多云,南风,1级
2023-12-25,星期一,12℃,4℃,多云,东北风,1级
2023-12-26,星期二,14℃,2℃,多云~晴,西风,微
2023-12-27,星期三,14℃,6℃,多云~小雨,东北风,1级
2023-12-28,星期四,10℃,8℃,多云,北风,1级
2023-12-29,星期五,14℃,7℃,多云,南风,1级
2023-12-30,星期六,14℃,5℃,多云~晴,东北风,1级
2023-12-31,星期日,13℃,6℃,阴~小雨,东北风,1级
