日期,星期,最高气温,最低气温,天气,风向,级数
2023-06-01,星期四,24℃,20℃,多云~阵雨,北风,2级
2023-06-02,星期五,19℃,18℃,小雨~阵雨,北风,2级
2023-06-03,星期六,22℃,18℃,阵雨,西北风,1级
2023-06-04,星期日,23℃,18℃,多云~阴,西风,1级
2023-06-05,星期一,29℃,18℃,多云~阴,东南风,1级
2023-06-06,星期二,29℃,20℃,晴~阴,东风,1级
2023-06-07,星期三,27℃,20℃,阴~多云,东南风,1级
2023-06-08,星期四,32℃,20℃,多云,东南风,1级
2023-06-09,星期五,33℃,21℃,多云~阴,南风,1级
2023-06-10,星期六,33℃,21℃,雾~阴,东风,1级
2023-06-11,星期日,35℃,21℃,多云,东风,2级
2023-06-12,星期一,34℃,20℃,多云,东北风,0级
2023-06-13,星期二,33℃,22℃,多云~阴,东风,1级
2023-06-14,星期三,31℃,21℃,多云~阴,西南风,2级
2023-06-15,星期四,22℃,20℃,小雨~阵雨,东风,1级
2023-06-16,星期五,21℃,20℃,多云~阵雨,东北风,1级
2023-06-17,星期六,25℃,21℃,多云,北风,1级
2023-06-18,星期日,32℃,22℃,晴~阴,东南风,1级
2023-06-19,星期一,31℃,23℃,多云~阴,南风,1级
2023-06-20,星期二,29℃,22℃,多云~阵雨,西北风,2级
2023-06-21,星期三,25℃,20℃,小雨~多云,北风,1级
2023-06-22,星期四,29℃,19℃,多云~晴,东南风,1级
2023-06-23,星期五,32℃,22℃,多云~阴,东风,1级
2023-06-24,星期六,33℃,21℃,小雨~晴,东北风,1级
2023-06-25,星期日,34℃,23℃,多云~晴,北风,1级
2023-06-26,星期一,36℃,24℃,多云,东北风,1级
2023-06-27,星期二,35℃,25℃,阴,东北风,2级
2023-06-28,星期三,30℃,23℃,阴,东北风,1级
2023-06-29,星期四,32℃,21℃,阴,南风,1级
2023-06-30,星期五,32℃,23℃,阴,东南风,1级
