日期,星期,最高气温,最低气温,天气,风向,级数
2019-12-01,星期日,12℃,5℃,晴转多云,北风,2级
2019-12-02,星期一,14℃,5℃,多云,东风,1级
2019-12-03,星期二,14℃,5℃,阴,北风,1级
2019-12-04,星期三,13℃,7℃,阴,北风,1级
2019-12-05,星期四,13℃,6℃,晴转多云,南风,1级
2019-12-06,星期五,13℃,7℃,多云,南风,1级
2019-12-07,星期六,14℃,6℃,多云,东北风,1级
2019-12-08,星期日,14℃,7℃,晴转多云,西北风,1级
2019-12-09,星期一,15℃,5℃,阴,北风,1级
2019-12-10,星期二,15℃,7℃,晴,西北风,1级
2019-12-11,星期三,15℃,6℃,小雨转雨,东北风,1级
2019-12-12,星期四,12℃,9℃,多云,北风,1级
2019-12-13,星期五,13℃,9℃,多云转阴,西北风,1级
2019-12-14,星期六,11℃,10℃,阴,东北风,1级
2019-12-15,星期日,12℃,10℃,多云,东北风,2级
2019-12-16,星期一,12℃,9℃,多云转阴,北风,1级
2019-12-17,星期二,11℃,9℃,小雨转雨,东北风,2级
2019-12-18,星期三,11℃,7℃,多云转雨,北风,2级
2019-12-19,星期四,10℃,6℃,多云,东风,2级
2019-12-20,星期五,9℃,6℃,多云转雨,东北风,2级
2019-12-21,星期六,10℃,7℃,阴,西北风,1级
2019-12-22,星期日,11℃,7℃,阴转多云,南风,1级
2019-12-23,星期一,13℃,7℃,多云转晴,西北风,1级
2019-12-24,星期二,11℃,7℃,阴,东北风,1级
2019-12-25,星期三,12℃,9℃,多云,北风,3级
2019-12-26,星期四,9℃,4℃,多云,北风,2级
2019-12-27,星期五,11℃,5℃,多云,北风,1级
2019-12-28,星期六,10℃,5℃,多云转晴,东南风,1级
2019-12-29,星期日,10℃,4℃,晴转多云,东北风,1级
2019-12-30,星期一,12℃,5℃,阴,东北风,1级
2019-12-31,星期二,9℃,7℃,阴,东南风,2级
