日期,星期,最高气温,最低气温,天气,风向,级数
2020-09-01,星期二,30℃,22℃,多云,西北风,1级
2020-09-02,星期三,32℃,23℃,晴,北风,2级
2020-09-03,星期四,32℃,21℃,阴,东北风,2级
2020-09-04,星期五,30℃,22℃,多云,东风,2级
2020-09-05,星期六,29℃,21℃,小雨,东北风,2级
2020-09-06,星期日,33℃,20℃,晴,北风,2级
2020-09-07,星期一,33℃,20℃,晴,南风,1级
2020-09-08,星期二,30℃,23℃,阴,东北风,2级
2020-09-09,星期三,28℃,22℃,晴,东北风,2级
2020-09-10,星期四,32℃,22℃,阴,北风,2级
2020-09-11,星期五,28℃,21℃,小雨,东风,2级
2020-09-12,星期六,22℃,20℃,小雨,东北风,2级
2020-09-13,星期日,21℃,18℃,阴,东风,2级
2020-09-14,星期一,23℃,19℃,多云,东北风,1级
2020-09-15,星期二,26℃,18℃,阴,西南风,1级
2020-09-16,星期三,21℃,17℃,阴,北风,2级
2020-09-17,星期四,27℃,16℃,晴,东北风,2级
2020-09-18,星期五,24℃,16℃,晴,东南风,1级
2020-09-19,星期六,25℃,19℃,阴,东北风,2级
2020-09-20,星期日,20℃,18℃,阴到小雨,东北风,2级
2020-09-21,星期一,17℃,16℃,多云,北风,2级
2020-09-22,星期二,24℃,18℃,多云,东北风,2级
2020-09-23,星期三,24℃,17℃,晴,南风,1级
2020-09-24,星期四,24℃,18℃,小雨,东北风,2级
2020-09-25,星期五,20℃,17℃,多云,东北风,2级
2020-09-26,星期六,20℃,18℃,小雨,东风,2级
2020-09-27,星期日,20℃,17℃,阴,东北风,1级
2020-09-28,星期一,20℃,17℃,阴,东北风,2级
2020-09-29,星期二,27℃,18℃,晴,西南风,1级
2020-09-30,星期三,25℃,19℃,阴,东风,1级
