日期,星期,最高气温,最低气温,天气,风向,级数
2023-05-01,星期一,25℃,16℃,多云~小雨,东北风,3级
2023-05-02,星期二,24℃,18℃,多云~小雨,东北风,2级
2023-05-03,星期三,28℃,19℃,多云~晴,北风,2级
2023-05-04,星期四,31℃,19℃,多云~小雨,北风,2级
2023-05-05,星期五,29℃,19℃,多云~小雨,北风,3级
2023-05-06,星期六,29℃,16℃,多云~小雨,东北风,3级
2023-05-07,星期日,21℃,15℃,小雨,东北风,2级
2023-05-08,星期一,17℃,15℃,多云~小雨,北风,2级
2023-05-09,星期二,16℃,14℃,小雨,西北风,2级
2023-05-10,星期三,23℃,15℃,多云~阴,西风,1级
2023-05-11,星期四,28℃,16℃,多云~阴,东南风,2级
2023-05-12,星期五,30℃,16℃,多云,南风,2级
2023-05-13,星期六,31℃,16℃,晴,东南风,1级
2023-05-14,星期日,30℃,18℃,多云~阴,东南风,1级
2023-05-15,星期一,30℃,19℃,多云,南风,1级
2023-05-16,星期二,31℃,18℃,多云~晴,南风,1级
2023-05-17,星期三,34℃,20℃,多云~小雨,北风,3级
2023-05-18,星期四,31℃,21℃,多云~阴,南风,2级
2023-05-19,星期五,31℃,20℃,多云,南风,1级
2023-05-20,星期六,30℃,21℃,多云~小雨,北风,2级
2023-05-21,星期日,24℃,15℃,多云~阴,北风,3级
2023-05-22,星期一,25℃,16℃,多云~小雨,东风,1级
2023-05-23,星期二,25℃,16℃,多云~晴,东南风,1级
2023-05-24,星期三,26℃,18℃,多云~小雨,北风,2级
2023-05-25,星期四,25℃,19℃,多云~阴,北风,2级
2023-05-26,星期五,22℃,20℃,多云~小雨,东北风,2级
2023-05-27,星期六,27℃,21℃,多云~小雨,北风,2级
2023-05-28,星期日,26℃,22℃,多云~小雨,北风,2级
2023-05-29,星期一,33℃,21℃,多云~阴,北风,2级
2023-05-30,星期二,36℃,24℃,晴~中雨,东风,1级
2023-05-31,星期三,26℃,21℃,暴雨~晴,北风,2级
