日期,星期,最高气温,最低气温,天气,风向,级数
2023-06-01,星期四,27℃,20℃,多云~阵雨,东北风,2级
2023-06-02,星期五,21℃,19℃,小雨~阵雨,西南风,1级
2023-06-03,星期六,21℃,18℃,多云~阵雨,东北风,1级
2023-06-04,星期日,19℃,18℃,小雨~阴,西南风,1级
2023-06-05,星期一,27℃,19℃,多云~阴,西风,2级
2023-06-06,星期二,30℃,20℃,多云~阴,北风,1级
2023-06-07,星期三,29℃,21℃,阴,西风,2级
2023-06-08,星期四,32℃,21℃,多云~阵雨,西风,2级
2023-06-09,星期五,31℃,20℃,阴,西风,2级
2023-06-10,星期六,33℃,21℃,多云~阴,西风,2级
2023-06-11,星期日,30℃,21℃,多云~阴,西风,2级
2023-06-12,星期一,33℃,20℃,多云~阴,北风,2级
2023-06-13,星期二,25℃,19℃,阴~阵雨,西风,2级
2023-06-14,星期三,27℃,18℃,多云~阵雨,西风,1级
2023-06-15,星期四,22℃,18℃,多云~阴,东北风,1级
2023-06-16,星期五,21℃,18℃,雾~阵雨,西南风,1级
2023-06-17,星期六,24℃,20℃,雾~阴,西风,1级
2023-06-18,星期日,32℃,22℃,晴~阵雨,南风,2级
2023-06-19,星期一,29℃,22℃,多云~阵雨,西风,2级
2023-06-20,星期二,30℃,20℃,多云~阵雨,西南风,2级
2023-06-21,星期三,27℃,19℃,阴~阵雨,南风,1级
2023-06-22,星期四,30℃,20℃,多云,西风,1级
2023-06-23,星期五,31℃,20℃,多云,西风,2级
2023-06-24,星期六,33℃,20℃,多云~阵雨,西南风,2级
2023-06-25,星期日,33℃,22℃,多云~晴,西北风,2级
2023-06-26,星期一,33℃,22℃,多云~大雨,西风,1级
2023-06-27,星期二,31℃,22℃,小雨,东南风,2级
2023-06-28,星期三,24℃,21℃,阴,西南风,2级
2023-06-29,星期四,27℃,19℃,小雨,西南风,1级
2023-06-30,星期五,30℃,19℃,阴,西北风,1级
