日期,星期,最高气温,最低气温,天气,风向,级数
2020-05-01,星期五,33℃,17℃,晴,西南风,2级
2020-05-02,星期六,33℃,19℃,晴转多云,西南风,2级
2020-05-03,星期日,32℃,19℃,多云转阴,西南风,2级
2020-05-04,星期一,32℃,21℃,多云,东风,2级
2020-05-05,星期二,29℃,18℃,多云,东北风,1级
2020-05-06,星期三,30℃,21℃,阴,西南风,2级
2020-05-07,星期四,26℃,19℃,多云转阴,东北风,2级
2020-05-08,星期五,27℃,18℃,多云转阴,西风,1级
2020-05-09,星期六,22℃,16℃,晴转多云,东南风,1级
2020-05-10,星期日,26℃,16℃,阴转雨,东南风,2级
2020-05-11,星期一,26℃,16℃,阴,西南风,2级
2020-05-12,星期二,24℃,15℃,阴转多云,南风,1级
2020-05-13,星期三,24℃,15℃,阴转雨,南风,1级
2020-05-14,星期四,27℃,17℃,晴转多云,东风,1级
2020-05-15,星期五,29℃,18℃,阴转雨,东风,2级
2020-05-16,星期六,26℃,20℃,阴,西风,2级
2020-05-17,星期日,33℃,19℃,晴,西南风,2级
2020-05-18,星期一,33℃,20℃,多云转晴,西风,2级
2020-05-19,星期二,31℃,17℃,多云,西南风,2级
2020-05-20,星期三,26℃,19℃,阴转雨,东北风,1级
2020-05-21,星期四,23℃,20℃,阴,西风,2级
2020-05-22,星期五,33℃,19℃,阴,西南风,2级
2020-05-23,星期六,30℃,20℃,阴转雨,南风,2级
2020-05-24,星期日,25℃,14℃,阴转雨,西北风,2级
2020-05-25,星期一,25℃,16℃,阴,西南风,2级
2020-05-26,星期二,25℃,15℃,阴,西风,2级
2020-05-27,星期三,19℃,16℃,阴,西风,1级
2020-05-28,星期四,26℃,17℃,晴转多云,南风,2级
2020-05-29,星期五,28℃,18℃,晴转雨,东南风,2级
2020-05-30,星期六,30℃,18℃,多云转雨,南风,2级
2020-05-31,星期日,30℃,19℃,多云,东南风,2级
