日期,星期,最高气温,最低气温,天气,风向,级数
2020-05-01,星期五,28℃,19℃,晴转多云,东风,1级
2020-05-02,星期六,32℃,18℃,晴,东风,1级
2020-05-03,星期日,34℃,22℃,多云转阴,东风,2级
2020-05-04,星期一,30℃,23℃,阴转雨,东北风,2级
2020-05-05,星期二,33℃,23℃,多云转雨,东风,2级
2020-05-06,星期三,32℃,23℃,晴,东风,2级
2020-05-07,星期四,31℃,22℃,多云转雨,东北风,2级
2020-05-08,星期五,28℃,21℃,多云,西北风,2级
2020-05-09,星期六,23℃,19℃,多云,西风,2级
2020-05-10,星期日,26℃,17℃,多云转雨,东风,2级
2020-05-11,星期一,26℃,20℃,多云,东北风,2级
2020-05-12,星期二,27℃,18℃,阴转雨,东北风,1级
2020-05-13,星期三,24℃,17℃,中雨转雨,北风,2级
2020-05-14,星期四,24℃,18℃,多云,东北风,1级
2020-05-15,星期五,31℃,19℃,多云转雨,东北风,1级
2020-05-16,星期六,28℃,20℃,多云,西南风,2级
2020-05-17,星期日,32℃,22℃,晴,南风,2级
2020-05-18,星期一,33℃,22℃,晴转多云,东风,2级
2020-05-19,星期二,34℃,22℃,多云转雨,东南风,3级
2020-05-20,星期三,30℃,24℃,多云转雨,东风,2级
2020-05-21,星期四,28℃,21℃,多云转阴,东北风,2级
2020-05-22,星期五,31℃,21℃,多云,南风,1级
2020-05-23,星期六,33℃,23℃,晴转雨,东风,1级
2020-05-24,星期日,27℃,17℃,中雨转雨,西风,2级
2020-05-25,星期一,22℃,18℃,阴,西风,2级
2020-05-26,星期二,23℃,18℃,阴转雨,西北风,2级
2020-05-27,星期三,23℃,18℃,小雨转雨,西南风,2级
2020-05-28,星期四,26℃,19℃,多云,南风,2级
2020-05-29,星期五,29℃,21℃,晴,东风,1级
2020-05-30,星期六,31℃,17℃,多云转雨,东北风,2级
2020-05-31,星期日,25℃,21℃,多云,东北风,1级
