日期,星期,最高气温,最低气温,天气,风向,级数
2021-05-01,星期六,36℃,17℃,多云,东南风,2级
2021-05-02,星期日,36℃,22℃,小雨到大雨,东风,2级
2021-05-03,星期一,27℃,20℃,阴,北风,2级
2021-05-04,星期二,26℃,17℃,小雨转阴,西北风,2级
2021-05-05,星期三,19℃,15℃,小雨到中雨,西北风,2级
2021-05-06,星期四,20℃,15℃,多云,东北风,1级
2021-05-07,星期五,26℃,17℃,阴,西南风,1级
2021-05-08,星期六,28℃,18℃,晴,东风,1级
2021-05-09,星期日,33℃,21℃,阴,东北风,2级
2021-05-10,星期一,28℃,21℃,晴,西北风,1级
2021-05-11,星期二,20℃,12℃,阴,南风,1级
2021-05-12,星期三,29℃,21℃,阴,东北风,1级
2021-05-13,星期四,21℃,19℃,阴,东南风,3级
2021-05-14,星期五,30℃,21℃,多云,东北风,2级
2021-05-15,星期六,27℃,21℃,阴,西北风,2级
2021-05-16,星期日,27℃,18℃,多云,西风,2级
2021-05-17,星期一,25℃,18℃,多云,东北风,2级
2021-05-18,星期二,26℃,18℃,多云,东北风,2级
2021-05-19,星期三,24℃,21℃,阴,西南风,1级
2021-05-20,星期四,27℃,21℃,阴,西南风,1级
2021-05-21,星期五,23℃,22℃,阴,东北风,1级
2021-05-22,星期六,23℃,20℃,阴,东风,1级
2021-05-23,星期日,18℃,15℃,阴,西风,2级
2021-05-24,星期一,22℃,16℃,阴,南风,1级
2021-05-25,星期二,21℃,17℃,小雨转阴,东北风,1级
2021-05-26,星期三,23℃,18℃,阴,南风,1级
2021-05-27,星期四,27℃,19℃,阴,东北风,1级
2021-05-28,星期五,25℃,20℃,阴,东北风,1级
2021-05-29,星期六,23℃,20℃,阴,东南风,1级
2021-05-30,星期日,25℃,18℃,多云,东风,1级
2021-05-31,星期一,31℃,22℃,多云,南风,1级
