日期,星期,最高气温,最低气温,天气,风向,级数
2023-06-01,星期四,28℃,20℃,多云~阴,东北风,1级
2023-06-02,星期五,23℃,20℃,多云~阴,北风,1级
2023-06-03,星期六,21℃,19℃,多云~阵雨,东南风,1级
2023-06-04,星期日,22℃,19℃,多云~阴,南风,1级
2023-06-05,星期一,29℃,19℃,多云,南风,1级
2023-06-06,星期二,31℃,21℃,多云~阵雨,东南风,1级
2023-06-07,星期三,26℃,21℃,阴~阵雨,西风,2级
2023-06-08,星期四,30℃,20℃,多云~阵雨,东南风,1级
2023-06-09,星期五,33℃,22℃,阴,西南风,1级
2023-06-10,星期六,31℃,22℃,雾~阴,南风,1级
2023-06-11,星期日,31℃,21℃,多云~阴,南风,1级
2023-06-12,星期一,32℃,20℃,多云~阴,北风,1级
2023-06-13,星期二,26℃,21℃,多云~阵雨,西风,1级
2023-06-14,星期三,26℃,20℃,多云~阵雨,东南风,2级
2023-06-15,星期四,21℃,19℃,小雨~阵雨,东北风,1级
2023-06-16,星期五,22℃,20℃,雾~阴,西南风,1级
2023-06-17,星期六,25℃,21℃,雾~阵雨,西南风,1级
2023-06-18,星期日,31℃,22℃,雾~多云,西南风,1级
2023-06-19,星期一,31℃,23℃,雾~多云,西南风,1级
2023-06-20,星期二,31℃,21℃,多云~阵雨,西风,1级
2023-06-21,星期三,24℃,20℃,小雨~阵雨,西风,1级
2023-06-22,星期四,29℃,19℃,多云~阴,南风,1级
2023-06-23,星期五,32℃,23℃,多云,南风,1级
2023-06-24,星期六,34℃,22℃,多云~阵雨,东风,1级
2023-06-25,星期日,34℃,24℃,多云~晴,南风,1级
2023-06-26,星期一,36℃,24℃,多云,西北风,2级
2023-06-27,星期二,35℃,25℃,小雨,西北风,1级
2023-06-28,星期三,27℃,22℃,阴,西北风,2级
2023-06-29,星期四,25℃,20℃,阴,东南风,1级
2023-06-30,星期五,34℃,19℃,阴,西风,2级
