日期,星期,最高气温,最低气温,天气,风向,级数
2023-12-01,星期五,14℃,9℃,阴,东南风,1级
2023-12-02,星期六,11℃,9℃,阴,东南风,1级
2023-12-03,星期日,16℃,10℃,阴~小雨,东南风,1级
2023-12-04,星期一,18℃,10℃,雾~阴,东南风,1级
2023-12-05,星期二,13℃,8℃,雾~阴,东北风,1级
2023-12-06,星期三,16℃,9℃,雾~晴,东南风,1级
2023-12-07,星期四,16℃,10℃,多云~阴,东北风,1级
2023-12-08,星期五,16℃,12℃,多云~小雨,东北风,1级
2023-12-09,星期六,16℃,11℃,多云~阴,东北风,1级
2023-12-10,星期日,17℃,11℃,多云~阴,西北风,1级
2023-12-11,星期一,19℃,8℃,多云~晴,东南风,1级
2023-12-12,星期二,17℃,9℃,阴~多云,东风,1级
2023-12-13,星期三,13℃,11℃,阴,东北风,1级
2023-12-14,星期四,17℃,10℃,多云,北风,2级
2023-12-15,星期五,11℃,3℃,阴,东北风,2级
2023-12-16,星期六,5℃,2℃,阴~多云,东北风,2级
2023-12-17,星期日,4℃,3℃,阴,东风,1级
2023-12-18,星期一,10℃,0℃,阴~晴,东北风,1级
2023-12-19,星期二,11℃,1℃,多云~晴,东南风,1级
2023-12-20,星期三,9℃,6℃,多云~阴,东南风,2级
2023-12-21,星期四,8℃,6℃,多云~阴,东北风,1级
2023-12-22,星期五,11℃,4℃,多云~晴,东风,1级
2023-12-23,星期六,11℃,4℃,多云,东北风,1级
2023-12-24,星期日,13℃,5℃,多云,东南风,1级
2023-12-25,星期一,10℃,7℃,多云~小雨,东北风,1级
2023-12-26,星期二,15℃,5℃,多云~晴,东南风,1级
2023-12-27,星期三,13℃,8℃,多云~阴,东北风,1级
2023-12-28,星期四,12℃,7℃,阴,东北风,1级
2023-12-29,星期五,14℃,6℃,多云~晴,东南风,1级
2023-12-30,星期六,14℃,6℃,多云~阴,东风,1级
2023-12-31,星期日,12℃,6℃,阴~小雨,东风,1级
